Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total,,,
Ministry of Defence,Ministry of Defence,11/08/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,KIER CONSTRUCTION LTD,CB25 9PD,573172,Works - estate management,"£37,940.52",,,
Ministry of Defence,UKHO,11/08/2021,Purchased Services  Building Product Capability,Operations Management,IIC Technologies Ltd,,2000098326,Purchased Services  Building Product Capability,"£37,241.98",,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Navy Command,AKHTER COMPUTERS LIMITED,CM18 7PN,572885,Computer equipment costing below the capitalisation threshold,"£36,475.78",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Design services and minor equipment purchases,Strategic Command,ST JOHN & RED CROSS DEFENCE MEDICAL WELFARE SERVICE,SP11 9AQ,572907,Purchase of medical support equipment excluding that supplied from the inventory system,"£36,017.66",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Inventory Accruals,Defence Equipment and Support,NORTHERN DIVER (INTERNATIONAL) LTD,WN6 9AE,572893,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£34,560.00",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,RHEINMETALL BAE SYSTEMS LAND LIMITED,NP15 1XL,572968,Equipment support non-project costs,"£33,554.04",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Government Procurement Card,Ministry of Defence,Barclays Bank PLC,,14416,Monthly GPC Payment,"£32,475.46",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Fuel for military use,Army Command,LCC GROUP LIMITED,BT80 9XD,19217,Cost of ground diesel fuel consumed,"£30,852.00",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Fees for professional services,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007006,Fees for professional services excluding legal fees,"£26,483.61",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Fees for professional services,Head Office and Corporate Services,KTSL LTD,SN13 9RS,573068,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"£25,084.33",,,
Ministry of Defence,National Army Museum  GIA,11/08/2021,Building rates,Operations,RB of Kensington & Chelsea,DA8 9GF,629975574,Building rates Chelsea 1 - 31 Aug 2021,"£25,063.00",,,
Ministry of Defence,UKHO,11/08/2021,Rent,Supply Operations,Workman LLP,,2000098329,Rent,"£24,250.00",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Inventory Accruals,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,572876,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£24,152.98",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,PETARDS JOYCE-LOEBL LIMITED,NE11 0TU,572996,Equipment support project costs,"£21,871.75",,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Army Command,AKHTER COMPUTERS LIMITED,CM18 7PN,572885,Computer equipment costing below the capitalisation threshold,"£21,166.90",,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Navy Command,BOXXE LIMITED,YO31 7RE,572896,Computer equipment costing below the capitalisation threshold,"£19,692.60",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Purchase of inventory and services ,Army Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,572964,Cost of other material consumed,"£17,460.64",,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Army Command,CGI IT UK LIMITED,CF31 9AP,573003,Information technology services,"£16,920.00",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Spend on Inventory - General,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,573086,Spend on Inventory - General,"£16,780.10",,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Navy Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,572974,Computer equipment costing below the capitalisation threshold,"£14,058.00",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Spend on Inventory - General,Defence Equipment and Support,MAN ENERGY SOLUTIONS UK LIMITED,SK7 5BP,573035,Spend on Inventory - General,"£11,216.58",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Fuel for military use,Army Command,OIL NRG LTD,TS25 1PW,573149,Cost of ground diesel fuel consumed,"£10,685.87",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Externally delivered education and training,Army Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,573226,External military training ,"£9,101.45",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,572974,Equipment support non-project costs,"£6,537.89",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Fuel for military use,Defence Equipment and Support,OIL NRG LTD,TS25 1PW,573149,Cost of ground diesel fuel consumed,"£6,203.40",,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Strategic Command,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,B16 6TT,572976,Estate management,"£6,130.77",,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Strategic Command,AKHTER COMPUTERS LIMITED,CM18 7PN,572885,Computer equipment costing below the capitalisation threshold,"£5,760.93",,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Air Command,AKHTER COMPUTERS LIMITED,CM18 7PN,572885,Computer equipment costing below the capitalisation threshold,"£5,666.53",,,
Ministry of Defence,Ministry of Defence,11/08/2021,International contributions,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007007,Defence military assistance fund international subscriptions and other payments,"£5,169.61",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Purchase of inventory and services ,Air Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,572964,Cost of other material consumed,"£4,856.29",,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Defence Equipment and Support,BOXXE LIMITED,YO31 7RE,572896,Computer equipment costing below the capitalisation threshold,"£4,816.98",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Official entertainment and hospitality,Air Command,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007006,Entertainment + hospitality,"£3,909.71",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,572876,Equipment support non-project costs,"£3,496.42",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Purchase of inventory and services ,Navy Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,572964,Cost of other material consumed,"£3,226.83",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Spend on Inventory - General,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,572876,Spend on Inventory - General,"£2,713.56",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Medical treatment & stores and welfare services,Defence Equipment and Support,AAH PHARMACEUTICALS LTD,CV2 2TX,572975,Medical inventory and services excluding the inventory system,"£2,202.51",,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,572974,Computer equipment costing below the capitalisation threshold,"£1,877.40",,,
Ministry of Defence,Ministry of Defence,11/08/2021,International contributions,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007006,Defence military assistance fund international subscriptions and other payments,"£1,728.30",,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Army Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,572974,Computer equipment costing below the capitalisation threshold,"£1,639.37",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Official entertainment and hospitality,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007006,Entertainment + hospitality,"£1,453.24",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Purchase of inventory and services ,Head Office and Corporate Services,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,572964,Cost of other material consumed,"£1,398.58",,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Strategic Command,BOXXE LIMITED,YO31 7RE,572896,Computer equipment costing below the capitalisation threshold,"£1,307.70",,,
Ministry of Defence,Ministry of Defence,11/08/2021,Design services and minor equipment purchases,Air Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,572964,Equipment support non-project costs,"£1,157.90",,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,DES Bespoke Trading Entity,BOXXE LIMITED,YO31 7RE,572896,Computer equipment costing below the capitalisation threshold,"£1,037.06",,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Head Office and Corporate Services,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,573202,Information technology services,£962.07,,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Army Command,BOXXE LIMITED,YO31 7RE,572896,Computer equipment costing below the capitalisation threshold,£834.00,,,
Ministry of Defence,Ministry of Defence,11/08/2021,Medical treatment & stores and welfare services,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007007,Medical health services,£683.60,,,
Ministry of Defence,Ministry of Defence,11/08/2021,Official entertainment and hospitality,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007007,Entertainment + hospitality,£662.75,,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Navy Command,SOFTCAT PLC,SL7 1LW,573232,Computer equipment costing below the capitalisation threshold,£597.70,,,
Ministry of Defence,Ministry of Defence,11/08/2021,Purchase of inventory and services ,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007006,Cost of other material consumed,£573.03,,,
Ministry of Defence,Ministry of Defence,11/08/2021,Purchase of inventory and services ,Strategic Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,572964,Cost of other material consumed,£453.34,,,
Ministry of Defence,Ministry of Defence,11/08/2021,Medical treatment & stores and welfare services,Navy Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,572964,Welfare services including sports equipment and ministers of religion.,£440.64,,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007007,Line + telephone rental including commercial charge for use of radio frequencies,£315.01,,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Head Office and Corporate Services,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,572974,Computer equipment costing below the capitalisation threshold,£276.00,,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,572974,IT Services -internal costs,£270.00,,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Army Command,BANNER GROUP LIMITED,S9 1XU,572879,Computer equipment costing below the capitalisation threshold,£221.34,,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Strategic Command,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007007,Line + telephone rental including commercial charge for use of radio frequencies,£209.98,,,
Ministry of Defence,Ministry of Defence,11/08/2021,Medical treatment & stores and welfare services,Strategic Command,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007007,Medical health services,£204.82,,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Strategic Command,AKHTER COMPUTERS LIMITED,CM18 7PN,572885,Estate management,£177.60,,,
Ministry of Defence,Ministry of Defence,11-Aug-21,Administration,Army Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,572964,General administration,£167.69,,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,DEFENCE INFRASTRUCTURE ORGANISATION,AKHTER COMPUTERS LIMITED,CM18 7PN,572885,Computer equipment costing below the capitalisation threshold,£72.00,,,
Ministry of Defence,Ministry of Defence,11/08/2021,Purchase of inventory and services ,DES Bespoke Trading Entity,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,572964,Cost of other material consumed,£46.90,,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,DEFENCE INFRASTRUCTURE ORGANISATION,BANNER GROUP LIMITED,S9 1XU,572879,Computer equipment costing below the capitalisation threshold,£28.79,,,
Ministry of Defence,Ministry of Defence,11/08/2021,Purchase of buildings and military equipment ,Air Command,AKHTER COMPUTERS LIMITED,CM18 7PN,572885,Fiscal asset under construction - capital in year addition,£22.22,,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Head Office and Corporate Services,BANNER GROUP LIMITED,S9 1XU,572879,Computer equipment costing below the capitalisation threshold,£20.18,,,
Ministry of Defence,Ministry of Defence,11/08/2021,IT and communication services,Head Office and Corporate Services,AKHTER COMPUTERS LIMITED,CM18 7PN,572885,Computer equipment costing below the capitalisation threshold,£19.20,,,
Ministry of Defence,Ministry of Defence,10/08/2021,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,572829,Spend on Inventory - General,"£2,193,807.55",,,
Ministry of Defence,Ministry of Defence,10/08/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,572638,Estate management,"£2,145,607.67",,,
Ministry of Defence,Ministry of Defence,10/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,572655,Equipment support non-project costs,"£1,961,840.20",,,
Ministry of Defence,Ministry of Defence,10/08/2021,"Purchase of major spares armaments, medical & general stores",Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,572746,Capital spares engineering and technical inventory single use military equip capital in year addition,"£1,429,749.96",,,
Ministry of Defence,Ministry of Defence,10/08/2021,Government Procurement Card,Ministry of Defence,Royal Bank of Scotland,,14414,Monthly GPC Payment,"£1,284,831.89",,,
Ministry of Defence,Ministry of Defence,10/08/2021,IT and communication services,Army Command,AKHTER COMPUTERS LIMITED,CM18 7PN,572749,Computer equipment costing below the capitalisation threshold,"£943,923.15",,,
