Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total,,
Ministry of Defence,Ministry of Defence,20/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,TETRA TECH MANAGEMENT SERVICES LIMITED,L2 6RE,646921,Fiscal AUC Capital Additions,"£19,872.00",,
Ministry of Defence,Ministry of Defence,26/09/2022,Fees for Prof Services,Air Command,QINETIQ LIMITED,GU14 0LX,648019,Fees for Other Prof Services,"£19,746.00",,
Ministry of Defence,Ministry of Defence,13/09/2022,Telecomms + IT non capital,Strategic Command,SOFTWAREONE UK LIMITED,SW19 3RQ,2000020888,IT+Comms Rental Payments,"£19,683.96",,
Ministry of Defence,Ministry of Defence,14/09/2022,Buildings Maintenance,DEFENCE INFRASTRUCTURE ORGANISATION,PROJECT FF&E LIMITED,HX1 2AF,646085,Buildings Maintenance,"£19,659.72",,
Ministry of Defence,Ministry of Defence,22/09/2022,Rental Payments - Transport,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,647614,Rental Payments-Transport-Oth,"£19,598.69",,
Ministry of Defence,Ministry of Defence,23/09/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000072137,Fees for Other Prof Services,"£19,482.31",,
Ministry of Defence,Ministry of Defence,23/09/2022,Telecomms + IT non capital,Army Command,AKHTER COMPUTERS LIMITED,CM19 5QP,647703,IT+Comms Internal Costs,"£19,424.46",,
Ministry of Defence,Ministry of Defence,23/09/2022,Telecomms + IT non capital,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,647682,IT+Comms Internal Costs,"£19,216.80",,
Ministry of Defence,Ministry of Defence,09/09/2022,Telecomms + IT non capital,Navy Command,AKHTER COMPUTERS LIMITED,CM19 5QP,645406,IT+Comms Internal Costs,"£19,138.95",,
Ministry of Defence,Ministry of Defence,13/09/2022,Telecomms + IT non capital,Strategic Command,BOXXE LIMITED,YO31 7RE,645928,IT+Comms Rental Payments,"£19,115.10",,
Ministry of Defence,Ministry of Defence,06/09/2022,Telecomms + IT non capital,Army Command,AKHTER COMPUTERS LIMITED,CM19 5QP,644847,IT+Comms Internal Costs,"£18,908.63",,
Ministry of Defence,Ministry of Defence,14/09/2022,Telecomms + IT non capital,Strategic Command,DIGI2AL LIMITED,SE1 9PD,646064,IT+Comms Rental Payments,"£18,894.61",,
Ministry of Defence,Ministry of Defence,15/09/2022,Estate+Facilities Mgmnt Servs,Air Command,SAFESKYS LTD,HP11 1LT,646442,Estate+Facilities Mgmnt Servs,"£18,728.26",,
Ministry of Defence,Ministry of Defence,22/09/2022,Rental Payments - Transport,Defence Nuclear Organisation,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,647614,Rental Payments-Transport-Oth,"£18,721.29",,
Ministry of Defence,Ministry of Defence,28/09/2022,Telecomms + IT non capital,Strategic Command,AKHTER COMPUTERS LIMITED,CM19 5QP,648577,IT+Comms Internal Costs,"£18,710.34",,
Ministry of Defence,Ministry of Defence,28/09/2022,Telecomms + IT non capital,Army Command,BOXXE LIMITED,YO31 7RE,648708,IT+Comms Internal Costs,"£18,666.15",,
Ministry of Defence,Ministry of Defence,06/09/2022,P+M General Services,Strategic Command,SA GROUP LTD,BA14 0XB,644771,P+M General Services,"£18,666.00",,
Ministry of Defence,Ministry of Defence,06/09/2022,Fees for Prof Services,Strategic Command,AMETHYST RISK MANAGEMENT LIMITED,RG23 8PX,644927,Fees for Other Prof Services,"£18,507.00",,
Ministry of Defence,Ministry of Defence,20/09/2022,Telecomms + IT non capital,Strategic Command,BOXXE LIMITED,YO31 7RE,646908,IT+Comms Internal Costs,"£18,474.26",,
Ministry of Defence,Ministry of Defence,26/09/2022,Transportation + Movement,Head Office and Corporate Services,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,648126,Military Detached Duty,"£18,386.40",,
Ministry of Defence,Ministry of Defence,15/09/2022,Telecomms + IT non capital,Army Command,ACTICA CONSULTING LIMITED,GU2 7RF,646569,IT+Comms Rental Payments,"£18,360.00",,
Ministry of Defence,Ministry of Defence,02/09/2022,P+M General Services,Strategic Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,644087,P+M General Services,"£18,173.33",,
Ministry of Defence,Ministry of Defence,02/09/2022,Telecomms + IT non capital,Navy Command,BOXXE LIMITED,YO31 7RE,643988,IT+Comms Internal Costs,"£18,136.02",,
Ministry of Defence,Ministry of Defence,20/09/2022,Fuels Non Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,CERTAS ENERGY UK LIMITED,WA3 6XG,646930,Fuels Non Utilities Consumed,"£18,031.79",,
Ministry of Defence,Ministry of Defence,22/09/2022,Telecomms + IT non capital,Air Command,BOXXE LIMITED,YO31 7RE,647611,IT+Comms Internal Costs,"£18,027.26",,
Ministry of Defence,Ministry of Defence,16/09/2022,Telecomms + IT non capital,Strategic Command,AKHTER COMPUTERS LIMITED,CM19 5QP,646863,IT+Comms Internal Costs,"£17,895.84",,
Ministry of Defence,Ministry of Defence,02/09/2022,Fees for Prof Services,Strategic Command,OSPREY CONSULTING SERVICES LTD,GU14 7JP,644299,Fees for Other Prof Services,"£17,866.67",,
Ministry of Defence,Ministry of Defence,28/09/2022,Fees for Prof Services,Strategic Command,OSPREY CONSULTING SERVICES LTD,GU14 7JP,648482,Fees for Other Prof Services,"£17,866.67",,
Ministry of Defence,Ministry of Defence,28/09/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,648611,CL MonthEnd Accruals Balance,"£17,835.36",,
Ministry of Defence,Ministry of Defence,22/09/2022,Telecomms + IT non capital,DES Bespoke Trading Entity,BOXXE LIMITED,YO31 7RE,647611,IT+Comms Internal Costs,"£17,735.74",,
Ministry of Defence,Ministry of Defence,08/09/2022,Fuels Non Utilities Consumed,Air Command,CERTAS ENERGY UK LIMITED,FK5 4RB,645198,Fuels Non Utilities Consumed,"£17,734.80",,
Ministry of Defence,Ministry of Defence,16/09/2022,Research+Development Expend,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,646868,Research+Development Expend,"£17,590.00",,
Ministry of Defence,Ministry of Defence,15/09/2022,Assets under Construction,Strategic Command,BOXXE LIMITED,YO31 7RE,646450,Fiscal AUC Capital Additions,"£17,562.26",,
Ministry of Defence,Ministry of Defence,05/09/2022,Telecomms + IT non capital,Strategic Command,BOXXE LIMITED,YO31 7RE,644673,IT+Comms Internal Costs,"£17,559.22",,
Ministry of Defence,Ministry of Defence,08/09/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,KPMG LLP,WD17 1DE,645254,Fees for Other Prof Services,"£17,393.00",,
Ministry of Defence,Ministry of Defence,02/09/2022,Transportation + Movement,Strategic Command,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,644161,Military Detached Duty,"£17,379.90",,
Ministry of Defence,Ministry of Defence,22/09/2022,P+M General Services,Defence Equipment and Support,ANSELL JONES MARINE SERVICES LTD.,G52 4XX,647655,P+M General Services,"£17,326.70",,
Ministry of Defence,Ministry of Defence,05/09/2022,Telecomms + IT non capital,Army Command,BOXXE LIMITED,YO31 7RE,644673,IT+Comms Rental Payments,"£17,267.65",,
Ministry of Defence,Ministry of Defence,28/09/2022,Fuels Non Utilities Consumed,Strategic Command,CERTAS ENERGY UK LIMITED,WA3 6XG,648667,Fuels Non Utilities Consumed,"£17,191.20",,
Ministry of Defence,Ministry of Defence,15/09/2022,P+M General Services,Defence Equipment and Support,SERCO LIMITED,RG27 9UY,646432,P+M General Services,"£17,170.39",,
Ministry of Defence,Royal Hospital Chelsea,23.09.2022,Purchased Services,Royal Hospital Chelsea,EDF Energy,DA6 8ET,PIN136963,Electricity,"£17,163.42",,
Ministry of Defence,Ministry of Defence,01/09/2022,P+M General Services,Navy Command,MACE LIMITED,EC2M 6XB,643750,P+M General Services,"£17,160.00",,
Ministry of Defence,Ministry of Defence,27/09/2022,Fuels Non Utilities Consumed,Army Command,CERTAS ENERGY UK LIMITED,FK5 4RB,648408,Fuels Non Utilities Consumed,"£17,104.80",,
Ministry of Defence,Ministry of Defence,21/09/2022,Telecomms + IT non capital,Army Command,BOXXE LIMITED,YO31 7RE,647152,IT+Comms Internal Costs,"£17,046.41",,
Ministry of Defence,Ministry of Defence,21/09/2022,Telecomms + IT non capital,Army Command,AKHTER COMPUTERS LIMITED,CM19 5QP,647256,IT+Comms Internal Costs,"£17,025.81",,
Ministry of Defence,Ministry of Defence,16/09/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,646876,Estate+Facilities Mgmnt Servs,"£16,845.15",,
Ministry of Defence,Ministry of Defence,02/09/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,METHODS ANALYTICS LIMITED,EC1A 4EN,644007,Fees for Other Prof Services,"£16,800.00",,
Ministry of Defence,Ministry of Defence,23/09/2022,Telecomms + IT non capital,Head Office and Corporate Services,BOXXE LIMITED,YO31 7RE,647821,IT+Comms Internal Costs,"£16,760.50",,
Ministry of Defence,Ministry of Defence,15/09/2022,Fuels Non Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,CERTAS ENERGY UK LIMITED,WA3 6XG,646362,Fuels Non Utilities Consumed,"£16,699.20",,
Ministry of Defence,Ministry of Defence,08/09/2022,Telecomms + IT non capital,DES Bespoke Trading Entity,BOXXE LIMITED,YO31 7RE,645098,IT+Comms Rental Payments,"£16,562.66",,
Ministry of Defence,Ministry of Defence,23/09/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,647760,CL MonthEnd Accruals Balance,"£16,442.18",,
Ministry of Defence,Ministry of Defence,28/09/2022,P+M General Services,Navy Command,MACE LIMITED,EC2M 6XB,648488,P+M General Services,"£16,380.00",,
Ministry of Defence,Ministry of Defence,06/09/2022,Telecomms + IT non capital,Navy Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,644835,IT+Comms Internal Costs,"£16,363.44",,
Ministry of Defence,Ministry of Defence,14/09/2022,Telecomms + IT non capital,Army Command,ACTICA CONSULTING LIMITED,GU2 7RF,646214,IT+Comms Rental Payments,"£16,320.00",,
Ministry of Defence,Ministry of Defence,26/09/2022,Rental Payments - Transport,Strategic Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,648097,Rental Payments-Transport-Oth,"£16,301.00",,
Ministry of Defence,Ministry of Defence,06/09/2022,Fees for Prof Services,Army Command,BOURNE VALLEY SYSTEMS LTD,SP11 6DT,644915,Fees for Other Prof Services,"£16,260.00",,
Ministry of Defence,Ministry of Defence,05/09/2022,Telecomms + IT non capital,Army Command,BOXXE LIMITED,YO31 7RE,644673,IT+Comms Internal Costs,"£16,097.68",,
Ministry of Defence,Ministry of Defence,06/09/2022,Telecomms + IT non capital,Army Command,BOXXE LIMITED,YO31 7RE,644742,IT+Comms Internal Costs,"£16,097.68",,
Ministry of Defence,Ministry of Defence,26/09/2022,Transportation + Movement,Army Command,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,648126,Civilian Detached Duty,"£15,841.50",,
Ministry of Defence,Ministry of Defence,02/09/2022,External Education + Training,DES Bespoke Trading Entity,KPMG LLP,WD17 1DE,644194,External Training Civ.,"£15,660.70",,
Ministry of Defence,Ministry of Defence,16/09/2022,Transportation + Movement,Air Command,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,646692,Military Detached Duty,"£15,658.20",,
Ministry of Defence,Ministry of Defence,27/09/2022,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,M1 4HB,648228,Prop Dw SCA Serv Chrge+ Off BS,"£15,560.96",,
Ministry of Defence,Ministry of Defence,29/09/2022,Telecomms + IT non capital,Strategic Command,BOXXE LIMITED,YO31 7RE,648718,IT+Comms Internal Costs,"£15,537.92",,
Ministry of Defence,Ministry of Defence,23/09/2022,Telecomms + IT non capital,DEFENCE INFRASTRUCTURE ORGANISATION,BOXXE LIMITED,YO31 7RE,647821,IT+Comms Internal Costs,"£15,503.88",,
Ministry of Defence,Ministry of Defence,01/09/2022,Buildings Maintenance,DEFENCE INFRASTRUCTURE ORGANISATION,PROJECT FF&E LIMITED,HX1 2AF,643821,Buildings Maintenance,"£15,454.99",,
Ministry of Defence,Ministry of Defence,02/09/2022,Raw Materials + Consumables,Defence Equipment and Support,NORTHERN DIVER (INTERNATIONAL) LTD,WN6 9AE,643937,RMC Engineering + Technical,"£15,441.97",,
Ministry of Defence,Ministry of Defence,01/09/2022,Fuels Non Utilities Consumed,Defence Equipment and Support,YOUR NRG LTD,TS25 1PW,643787,Fuels Non Utilities Consumed,"£15,395.90",,
Ministry of Defence,Ministry of Defence,16/09/2022,P+M General Services,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,646868,P+M General Services,"£15,368.40",,
Ministry of Defence,Ministry of Defence,09/09/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,645415,Estate+Facilities Mgmnt Servs,"£15,342.63",,
Ministry of Defence,Ministry of Defence,13/09/2022,Telecomms + IT non capital,Army Command,AKHTER COMPUTERS LIMITED,CM19 5QP,645891,IT+Comms Internal Costs,"£15,093.04",,
Ministry of Defence,Ministry of Defence,02/09/2022,External Education + Training,Head Office and Corporate Services,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,644401,External Training Mil.,"£15,000.00",,
Ministry of Defence,Ministry of Defence,14/09/2022,External Education + Training,DES Bespoke Trading Entity,EXPLOSIVE LEARNING SOLUTIONS LIMITED,OX11 0SG,646119,External Training Civ.,"£14,982.00",,
Ministry of Defence,Ministry of Defence,13/09/2022,Telecomms + IT non capital,Army Command,SOFTWAREONE UK LIMITED,SW19 3RQ,2000020888,IT+Comms Rental Payments,"£14,909.49",,
Ministry of Defence,Ministry of Defence,20/09/2022,P+M General Services,Air Command,PHOENIX BIRD CONTROL SERVICES LIMITED,IP27 0BZ,647047,P+M General Services,"£14,791.60",,
Ministry of Defence,Ministry of Defence,14/09/2022,Other Materiel Consumed,Army Command,AKHTER COMPUTERS LIMITED,CM19 5QP,646131,Other Materiel Consumed,"£14,770.90",,
Ministry of Defence,Ministry of Defence,06/09/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,644805,CL MonthEnd Accruals Balance,"£14,754.19",,
Ministry of Defence,Ministry of Defence,27/09/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,648293,Estate+Facilities Mgmnt Servs,"£14,750.00",,
Ministry of Defence,Ministry of Defence,16/09/2022,Transportation + Movement,Navy Command,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,646692,Military Detached Duty,"£14,588.00",,
Ministry of Defence,Ministry of Defence,16/09/2022,Telecomms + IT non capital,Strategic Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,646893,IT+Comms SCA Serv Chrg+Off BS,"£14,520.48",,
Ministry of Defence,Ministry of Defence,15/09/2022,Transportation + Movement,Defence Equipment and Support,CPPC LOGISTIC GROUP OF COMPANIES LIMITED,,6000071777,Transport + Movement Freight,"£14,468.52",,
Ministry of Defence,Ministry of Defence,14/09/2022,P+M General Services,Strategic Command,PEOPLE SOURCE CONSULTING LIMITED,BS1 6BA,646016,P+M General Services,"£14,400.00",,
Ministry of Defence,Ministry of Defence,16/09/2022,Telecomms + IT non capital,Strategic Command,SOFTWAREONE UK LIMITED,SW19 3RQ,2000020918,IT+Comms Rental Payments,"£14,300.73",,
Ministry of Defence,Ministry of Defence,16/09/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VIVO DEFENCE SERVICES LIMITED,NE12 8EX,646857,Estate+Facilities Mgmnt Servs,"£14,143.60",,
Ministry of Defence,Ministry of Defence,16/09/2022,Telecomms + IT non capital,Army Command,BOXXE LIMITED,YO31 7RE,646651,IT+Comms Internal Costs,"£14,086.69",,
Ministry of Defence,Ministry of Defence,01/09/2022,Fuels Non Utilities Consumed,Army Command,YOUR NRG LTD,TS25 1PW,643787,Fuels Non Utilities Consumed,"£14,030.40",,
Ministry of Defence,Ministry of Defence,20/09/2022,Other Materiel Consumed,Air Command,PHOENIX BIRD CONTROL SERVICES LIMITED,IP27 0BZ,647047,Other Materiel Consumed,"£13,734.34",,
Ministry of Defence,Ministry of Defence,27/09/2022,Telecomms + IT non capital,DES Bespoke Trading Entity,AKHTER COMPUTERS LIMITED,CM19 5QP,648347,IT+Comms Internal Costs,"£13,710.60",,
Ministry of Defence,Ministry of Defence,01/09/2022,Research+Development Expend,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,643810,Research+Development Expend,"£13,590.00",,
Ministry of Defence,Ministry of Defence,27/09/2022,Telecomms + IT non capital,DES Bespoke Trading Entity,BOXXE LIMITED,YO31 7RE,648285,IT+Comms Rental Payments,"£13,544.78",,
Ministry of Defence,Ministry of Defence,09/09/2022,Telecomms + IT non capital,Army Command,AKHTER COMPUTERS LIMITED,CM19 5QP,645406,IT+Comms Internal Costs,"£13,435.66",,
Ministry of Defence,Ministry of Defence,22/09/2022,Telecomms + IT non capital,Strategic Command,BOXXE LIMITED,YO31 7RE,647611,IT+Comms Internal Costs,"£13,404.56",,
Ministry of Defence,Ministry of Defence,15/09/2022,P+M General Services,Defence Equipment and Support,MARLBOROUGH COMMUNICATIONS  LIMITED,RH1 5DZ,646398,P+M General Services,"£13,076.17",,
Ministry of Defence,Ministry of Defence,01/09/2022,Heating Oil+Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,HELLENIC PETROLEUM CYPRUS LTD,,6000071568,Heating Oil+Utilities Consumed,"£12,933.50",,
Ministry of Defence,Ministry of Defence,15/09/2022,Telecomms + IT non capital,DES Bespoke Trading Entity,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,646223,IT+Comms Internal Costs,"£12,902.40",,
Ministry of Defence,Ministry of Defence,26/09/2022,Fuels Non Utilities Consumed,Defence Equipment and Support,YOUR NRG LTD,TS25 1PW,648179,Fuels Non Utilities Consumed,"£12,780.80",,
Ministry of Defence,Ministry of Defence,15/09/2022,Telecomms + IT non capital,Air Command,AKHTER COMPUTERS LIMITED,CM19 5QP,646242,IT+Comms Internal Costs,"£12,635.00",,
Ministry of Defence,Ministry of Defence,15/09/2022,Telecomms + IT non capital,Strategic Command,AKHTER COMPUTERS LIMITED,CM19 5QP,646242,IT+Comms Internal Costs,"£12,598.10",,
Ministry of Defence,Ministry of Defence,28/09/2022,Rental Payments - Transport,Navy Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000072240,Rental Payments-Transport-Oth,"£12,511.64",,
Ministry of Defence,Ministry of Defence,14/09/2022,Telecomms + IT non capital,Strategic Command,BOXXE LIMITED,YO31 7RE,646111,IT+Comms Rental Payments,"£12,268.98",,
Ministry of Defence,Ministry of Defence,26/09/2022,Heating Oil+Utilities Consumed,Head Office and Corporate Services,EDF ENERGY CUSTOMERS LIMITED,SW1X 7EN,648110,Electricity,"£12,152.76",,
Ministry of Defence,Ministry of Defence,23/09/2022,Telecomms + IT non capital,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,647682,IT+Comms Rental Payments,"£12,012.00",,
Ministry of Defence,Ministry of Defence,05/09/2022,Telecomms + IT non capital,Navy Command,BOXXE LIMITED,YO31 7RE,644673,IT+Comms Internal Costs,"£11,995.14",,
Ministry of Defence,Ministry of Defence,27/09/2022,Telecomms + IT non capital,Navy Command,BOXXE LIMITED,YO31 7RE,648285,IT+Comms Internal Costs,"£11,995.14",,
Ministry of Defence,Ministry of Defence,27/09/2022,Fuels Non Utilities Consumed,Defence Equipment and Support,CERTAS ENERGY UK LIMITED,FK5 4RB,648408,Fuels Non Utilities Consumed,"£11,959.68",,
Ministry of Defence,Ministry of Defence,29/09/2022,Telecomms + IT non capital,Air Command,BOXXE LIMITED,YO31 7RE,648718,IT+Comms Rental Payments,"£11,906.92",,
Ministry of Defence,Ministry of Defence,16/09/2022,Telecomms + IT non capital,Army Command,SOFTWAREONE UK LIMITED,SW19 3RQ,2000020918,IT+Comms Rental Payments,"£11,900.71",,
Ministry of Defence,Ministry of Defence,06/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,BOXXE LIMITED,YO31 7RE,644742,Fiscal AUC Capital Additions,"£11,882.24",,
