Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,JOBEC PTE LTD,665137269," 80,000.00 ",,RH10 1UH,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Revenue Grants to non-profit institutions,ACUTE CARE AND WORKFORCE,JOS CERVICAL CANCER TRUST,ERS-646540-197881," 76,936.00 ",,SE1 4YR,VCS,,,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2020,Revenue Grants to non-profit institutions,ACUTE CARE AND WORKFORCE,JOS CERVICAL CANCER TRUST,ERS-645382-197001," 83,031.00 ",,SE1 4YR,VCS,,,,,
Department of Health and Social Care,Department of Health and Social Care,07/10/2020,Other programme expenditure,GLOBAL AND PUBLIC HEALTH,KANCELAR ZDRAVOTNIHO POJISTENI,660014989," 336,355.25 ",,RH10 1UH,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,KEELE UNIVERSITY OF,ERS-645497-197082," 34,000.00 ",,ST5 5BG,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,KENSINGTON AND CHELSEA COUNCIL ROYAL BOROUGH OF,ERS-647498-198511," 468,387.00 ",,W8 7NX,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-645539-197058," 209,014.00 ",,SE5 9RS,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-646210-197554," 44,630.00 ",,SE5 9RS,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-647431-198448," 61,649.00 ",,SE1 8WA,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-646391-197785," 75,000.00 ",,SE1 8WA,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-647432-198449," 99,660.00 ",,SE1 8WA,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-646297-197626," 35,035.31 ",,SE1 8WA,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-645487-197083," 51,000.00 ",,SE1 8WA,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-647434-198450," 60,162.00 ",,SE1 8WA,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-647429-198447," 85,495.00 ",,SE1 8WA,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-647351-198368," 242,053.00 ",,SE1 8WA,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,KINGSBURY PRESS,62837," 198,000.00 ",,DN11 0BF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,30/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,KINGSBURY PRESS,62861," 297,000.00 ",,DN11 0BF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,KINGSBURY PRESS,62686," 495,000.00 ",,DN11 0BF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,KINGSBURY PRESS,62813," 792,000.00 ",,DN11 0BF,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,KINGSTON HOSPITAL NHS FOUNDATION TRUST,HAFS-31316," 5,043,000.00 ",,KT2 7QB,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,KINGSTON UPON THAMES COUNCIL ROYAL BOROUGH OF,ERS-647499-198527," 532,521.00 ",,KT1 1EU,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,KIRKLEES METROPOLITAN COUNCIL,ERS-647500-198512," 1,319,361.00 ",,HD2 1JP,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,ERS-647501-198513," 1,971,442.00 ",,L36 9YZ,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2020,Storage costs,GLOBAL AND PUBLIC HEALTH,KUEHNE AND NAGEL LTD,CW011635," 10,409,952.36 ",,UB11 1FG,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,L J A MIERS AND COMPANY LTD,1036526," 21,160.00 ",,PE19 1QS,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,L J A MIERS AND COMPANY LTD,1036526," 96,600.00 ",,PE19 1QS,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,L J A MIERS AND COMPANY LTD,1036483," 106,720.00 ",,PE19 1QS,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,09/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,L J A MIERS AND COMPANY LTD,1036294," 117,760.00 ",,PE19 1QS,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,09/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,L J A MIERS AND COMPANY LTD,1036373," 117,760.00 ",,PE19 1QS,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,09/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,L J A MIERS AND COMPANY LTD,1036392," 117,760.00 ",,PE19 1QS,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,09/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,L J A MIERS AND COMPANY LTD,1036458," 117,760.00 ",,PE19 1QS,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,L J A MIERS AND COMPANY LTD,1036350," 117,760.00 ",,PE19 1QS,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,L J A MIERS AND COMPANY LTD,1036568," 117,760.00 ",,PE19 1QS,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,30/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,L J A MIERS AND COMPANY LTD,1036567," 117,760.00 ",,PE19 1QS,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,30/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,L J A MIERS AND COMPANY LTD,1036674," 117,760.00 ",,PE19 1QS,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,30/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,L J A MIERS AND COMPANY LTD,1036691," 117,760.00 ",,PE19 1QS,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,30/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,L J A MIERS AND COMPANY LTD,1036692," 117,760.00 ",,PE19 1QS,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,30/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,L J A MIERS AND COMPANY LTD,1036717," 117,760.00 ",,PE19 1QS,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,30/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,L J A MIERS AND COMPANY LTD,1036828," 117,760.00 ",,PE19 1QS,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/10/2020,Consultancy/Professional Advice,FINANCE AND GROUP OPERATIONS,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,LASEP20LA," 46,800.00 ",,ST1 5UB,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,LAMBETH LONDON BOROUGH COUNCIL GRANTS,ERS-647502-198514," 978,102.00 ",,SW2 1RW,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Rates,FINANCE AND GROUP OPERATIONS,LAMBETH LONDON BOROUGH COUNCIL RESTRICTED USE,36080133135016Q2," 106,073.18 ",,SW2 1RW,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,HAFS-31318," 960,000.00 ",,PR7 1GZ,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,HAFS-31317," 1,000,000.00 ",,PR7 1GZ,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,HAFS-31319," 6,000,000.00 ",,PR7 1GZ,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,LANCASTER UNIVERSITY,ERS-647346-198369," 31,892.00 ",,LA1 4YW,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Other programme expenditure,GLOBAL AND PUBLIC HEALTH,LE CENTRE NATIONAL DES SOINS A L'ETRANGER ,FT/20283/00066," 76,936,996.26 ",,RH10 1UH,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/10/2020,Revenue Grants to non-profit institutions,COMMUNITY CARE,LEARNING DISABILITY ENGLAND,ERS-645921-197367," 106,152.00 ",,B3 2ES,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,ERS-646240-197533," 29,187.00 ",,WF3 1WE,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,05/10/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,HAFS-31293," 627,000.00 ",,WF3 1WE,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,09/10/2020,Rates,FINANCE AND GROUP OPERATIONS,LEEDS CITY COUNCIL,901349235-1," 63,144.00 ",,LS1 1UR,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,LEEDS CITY COUNCIL,ERS-647503-198515," 4,758,834.00 ",,LS2 8JR,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-646276-197578," 112,276.00 ",,LS9 7TF,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Outsourcing Contract,CHIEF SCIENTIFIC ADVISOR,LEEDS TEACHING HOSPITAL NHS TRUST,1410161187," 44,628.11 ",,LS9 7TF,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Outsourcing Contract,CHIEF SCIENTIFIC ADVISOR,LEEDS TEACHING HOSPITAL NHS TRUST,1410162124," 48,674.99 ",,LS9 7TF,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Outsourcing Contract,CHIEF SCIENTIFIC ADVISOR,LEEDS TEACHING HOSPITAL NHS TRUST,1410163778," 367,331.27 ",,LS9 7TF,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-646211-197576," 85,016.00 ",,LS9 7TF,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS UNIVERSITY OF,ERS-647369-198403," 27,151.16 ",,LS2 9JT,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS UNIVERSITY OF,ERS-645476-197084," 102,000.00 ",,LS2 9JT,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS UNIVERSITY OF,ERS-646287-197627," 151,368.00 ",,LS2 9JT,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,LEICESTER CITY COUNCIL,ERS-647504-198516," 1,062,672.00 ",,LE1 6ZG,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,LEICESTER UNIVERSITY OF,ERS-645486-197085," 25,500.00 ",,LE1 7RH,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,LEWISHAM LONDON BOROUGH COUNCIL,ERS-647505-198517," 917,526.00 ",,SE6 4RU,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2020,Outsourcing Contract,CHIEF SCIENTIFIC ADVISOR,LGC LTD,50875993," 145,264.00 ",,TW11 0LY,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2020,Outsourcing Contract,CHIEF SCIENTIFIC ADVISOR,LGC LTD,50875992," 872,448.60 ",,TW11 0LY,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,07/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,LGC LTD,50181028," 217,128.17 ",,TW11 0LY,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,07/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,LGC LTD,50181029," 277,630.76 ",,TW11 0LY,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,07/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,LGC LTD,50181027," 597,102.43 ",,TW11 0LY,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,LGC LTD,50181156," 1,098,439.51 ",,TW11 0LY,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2020,Outsourcing Contract,CHIEF SCIENTIFIC ADVISOR,LGC LTD,50875994," 111,524.00 ",,TW11 0LY,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,LIFE SCIENCE GROUP LTD,416080," 26,127.36 ",,MK44 2QS,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,LIFE SCIENCE GROUP LTD,416059," 34,224.00 ",,MK44 2QS,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,LIFE SCIENCE GROUP LTD,416079," 44,789.76 ",,MK44 2QS,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,07/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,LIFE TECHNOLOGIES LTD,5500159069," 46,467.14 ",,PA4 9RF,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,LIFE TECHNOLOGIES LTD,5500158546," 99,659.35 ",,PA4 9RF,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,LIFE TECHNOLOGIES LTD,5500158894," 170,291.33 ",,PA4 9RF,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,LIFE TECHNOLOGIES LTD,5500159467," 214,770.22 ",,PA4 9RF,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,LIFE TECHNOLOGIES LTD,5500158545," 383,727.38 ",,PA4 9RF,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,LIFE TECHNOLOGIES LTD,9991RL," 2,154.00 ",,PA4 9RF,LARGE,,,,,
