Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Storage costs,Finance and Group Operations,IRON MOUNTAIN UK LTD,10156544, 672.93 ,,EH54 5DL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Storage costs,Finance and Group Operations,IRON MOUNTAIN UK LTD,XK26894-XK26897, 108.24 ,,EH54 5DL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Storage costs,Finance and Group Operations,IRON MOUNTAIN UK LTD,XH82121-XH82124, 32.67 ,,EH54 5DL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Revenue Grants to local authorities,Global Health,ISLE OF WIGHT COUNCIL,15012021-DN-1336," 631,204.00 ",,PO30 1UD,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Revenue Grants to local authorities,Global Health,ISLE OF WIGHT COUNCIL,11012021-DN-1012," 81,012.00 ",,PO30 1UD,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Revenue Grants to local authorities,Global Health,ISLINGTON LONDON BOROUGH COUNCIL,11012021-DN-1012," 727,401.00 ",,EC1V 7LQ,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Revenue Grants to local authorities,Global Health,ISLINGTON LONDON BOROUGH COUNCIL,15012021-DN-1336," 224,672.00 ",,EC1V 7LQ,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Revenue Grants to local authorities,Prevention Community and Social Care,ISLINGTON LONDON BOROUGH COUNCIL,26012021-DN-1102," 232,910.00 ",,EC1V 7LQ,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Outsourcing Contract,Global Health,JIGSAW SYSTEMS LTD TA JIGSAW24 LTD,I1290528," 940,500.11 ",,NG7 7JA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Additions-IT,Global Health,JIGSAW SYSTEMS LTD TA JIGSAW24 LTD,I1294749," 3,292,226.78 ",,NG7 7JA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Telephone installation & maintenance,Global Health,JIGSAW SYSTEMS LTD TA JIGSAW24 LTD,I1276742," 1,310.40 ",,NG7 7JA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Additions-IT,Global Health,JIGSAW SYSTEMS LTD TA JIGSAW24 LTD,I1290550," 791,424.80 ",,NG7 7JA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,22/01/2021,Telephone installation & maintenance,Global Health,JIGSAW SYSTEMS LTD TA JIGSAW24 LTD,I1290618," 252,065.30 ",,NG7 7JA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Telephone costs,Global Health,JIGSAW SYSTEMS LTD TA JIGSAW24 LTD,S22513," 142,008.00 ",,NG7 7JA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2021,UK motor vehicles costs,Global Health,JIGSAW SYSTEMS LTD TA JIGSAW24 LTD,I1283992," 51,371.48 ",,NG7 7JA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,22/01/2021,Telephone installation & maintenance,Global Health,JIGSAW SYSTEMS LTD TA JIGSAW24 LTD,I1290618," 13,370.40 ",,NG7 7JA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,22/01/2021,Telephone installation & maintenance,Global Health,JIGSAW SYSTEMS LTD TA JIGSAW24 LTD,I1290618," 5,583.60 ",,NG7 7JA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,22/01/2021,Telephone installation & maintenance,Global Health,JIGSAW SYSTEMS LTD TA JIGSAW24 LTD,I1294361," 4,881.60 ",,NG7 7JA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Telephone installation & maintenance,Global Health,JIGSAW SYSTEMS LTD TA JIGSAW24 LTD,I1281366," 4,812.00 ",,NG7 7JA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,22/01/2021,Telephone installation & maintenance,Global Health,JIGSAW SYSTEMS LTD TA JIGSAW24 LTD,I1294361," 4,730.40 ",,NG7 7JA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2021,UK motor vehicles costs,Global Health,JIGSAW SYSTEMS LTD TA JIGSAW24 LTD,I1276069," 1,980.00 ",,NG7 7JA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,22/01/2021,Telephone installation & maintenance,Global Health,JIGSAW SYSTEMS LTD TA JIGSAW24 LTD,I1290618," 1,800.00 ",,NG7 7JA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,22/01/2021,Telephone installation & maintenance,Global Health,JIGSAW SYSTEMS LTD TA JIGSAW24 LTD,I1291471," 1,668.00 ",,NG7 7JA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,22/01/2021,Telephone installation & maintenance,Global Health,JIGSAW SYSTEMS LTD TA JIGSAW24 LTD,I1291469, 533.76 ,,NG7 7JA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,22/01/2021,Telephone installation & maintenance,Global Health,JIGSAW SYSTEMS LTD TA JIGSAW24 LTD,I1298175, 486.00 ,,NG7 7JA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Telephone installation & maintenance,Global Health,JIGSAW SYSTEMS LTD TA JIGSAW24 LTD,I1281366, 324.00 ,,NG7 7JA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2021,UK motor vehicles costs,Global Health,JIGSAW SYSTEMS LTD TA JIGSAW24 LTD,I1291472, 61.44 ,,NG7 7JA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Telephone installation & maintenance,Global Health,JIGSAW SYSTEMS LTD TA JIGSAW24 LTD,C59433,-324.00 ,,NG7 7JA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Revenue Grants to local authorities,Global Health,KENSINGTON AND CHELSEA COUNCIL ROYAL BOROUGH OF,11012021-DN-1012," 468,387.00 ",,W8 7NX,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Revenue Grants to local authorities,Global Health,KENSINGTON AND CHELSEA COUNCIL ROYAL BOROUGH OF,15012021-DN-1336," 143,077.00 ",,W8 7NX,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Revenue Grants to local authorities,Prevention Community and Social Care,KENSINGTON AND CHELSEA COUNCIL ROYAL BOROUGH OF,26012021-DN-1102," 224,600.00 ",,W8 7NX,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Revenue Grants to local authorities,Global Health,KENT COUNTY COUNCIL,11012021-DN-1012," 6,326,220.00 ",,ME14 1XQ,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Revenue Grants to local authorities,Global Health,KENT COUNTY COUNCIL,15012021-DN-1336," 4,685,580.00 ",,ME14 1XQ,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Additions NCB PDC,Default Group,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,PF00000360," 400,000.00 ",,NN16 8UZ,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Additions NCB PDC,Default Group,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,PF00000357," 160,000.00 ",,NN16 8UZ,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Additions NCB PDC,Default Group,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,PF00000359," 130,000.00 ",,NN16 8UZ,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Additions NCB PDC,Default Group,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,PF00000406," 10,209,000.00 ",,SE5 9RS,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Additions NCB PDC,Default Group,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,PF00000409," 2,126,000.00 ",,SE5 9RS,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Additions NCB PDC,Default Group,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,PF00000408," 2,000,000.00 ",,SE5 9RS,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Additions NCB PDC,Default Group,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,PF00000410," 1,500,000.00 ",,SE5 9RS,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Additions NCB PDC,Default Group,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,PF00000404," 1,000,000.00 ",,SE5 9RS,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Additions NCB PDC,Default Group,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,PF00000405," 66,000.00 ",,SE5 9RS,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Additions NCB PDC,Default Group,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,PF00000407," 60,000.00 ",,SE5 9RS,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Other programme expenditure,Global Health,KINGSBURY PRESS,63174," 356,400.00 ",,DN11 0BF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Other programme expenditure,Global Health,KINGSBURY PRESS,63152," 356,400.00 ",,DN11 0BF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Other programme expenditure,Global Health,KINGSBURY PRESS,63109," 356,400.00 ",,DN11 0BF,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Additions NCB PDC,Default Group,KINGSTON HOSPITAL NHS FOUNDATION TRUST,PF00000361," 4,546,000.00 ",,KT2 7QB,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Additions NCB PDC,Default Group,KINGSTON HOSPITAL NHS FOUNDATION TRUST,PF00000362," 790,000.00 ",,KT2 7QB,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Revenue Grants to local authorities,Global Health,KINGSTON UPON HULL CITY COUNCIL,11012021-DN-1012," 1,039,112.00 ",,HU1 2AB,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Revenue Grants to local authorities,Global Health,KINGSTON UPON HULL CITY COUNCIL,15012021-DN-1336," 747,173.00 ",,HU1 2AB,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Revenue Grants to local authorities,Prevention Community and Social Care,KINGSTON UPON HULL CITY COUNCIL,26012021-DN-1102," 50,000.00 ",,HU1 2AB,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Revenue Grants to local authorities,Global Health,KINGSTON UPON THAMES COUNCIL ROYAL BOROUGH OF,11012021-DN-1012," 532,521.00 ",,KT1 1EU,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Revenue Grants to local authorities,Global Health,KINGSTON UPON THAMES COUNCIL ROYAL BOROUGH OF,15012021-DN-1336," 405,196.00 ",,KT1 1EU,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Revenue Grants to local authorities,Prevention Community and Social Care,KINGSTON UPON THAMES COUNCIL ROYAL BOROUGH OF,26012021-DN-1102," 248,524.00 ",,KT1 1EU,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Revenue Grants to local authorities,Global Health,KIRKLEES METROPOLITAN COUNCIL,11012021-DN-1012," 1,759,148.00 ",,HD1 2EY,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Revenue Grants to local authorities,Global Health,KIRKLEES METROPOLITAN COUNCIL,15012021-DN-1336," 1,122,951.00 ",,HD1 2EY,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Revenue Grants to local authorities,Global Health,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,15012021-DN-1336," 350,562.00 ",,L36 9YZ,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Revenue Grants to local authorities,Global Health,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,11012021-DN-1012," 301,724.00 ",,L36 9YZ,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,01/01/2021,Storage costs,Global Health,KUEHNE AND NAGEL LTD,CW011757," 9,626,954.00 ",,UB11 1FG,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Other programme expenditure,Global Health,L J A MIERS AND COMPANY LTD,1037952," 141,312.00 ",,PE19 1QS,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/01/2021,Other programme expenditure,Global Health,L J A MIERS AND COMPANY LTD,1037930," 141,312.00 ",,PE19 1QS,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Other programme expenditure,Global Health,L J A MIERS AND COMPANY LTD,1037905," 141,312.00 ",,PE19 1QS,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Other programme expenditure,Global Health,L J A MIERS AND COMPANY LTD,1037869," 141,312.00 ",,PE19 1QS,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Other programme expenditure,Global Health,L J A MIERS AND COMPANY LTD,1037843," 141,312.00 ",,PE19 1QS,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Other programme expenditure,Global Health,L J A MIERS AND COMPANY LTD,1037817," 141,312.00 ",,PE19 1QS,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Other programme expenditure,Global Health,L J A MIERS AND COMPANY LTD,1037800," 141,312.00 ",,PE19 1QS,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Other programme expenditure,Global Health,L J A MIERS AND COMPANY LTD,1037761," 141,312.00 ",,PE19 1QS,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Other programme expenditure,Global Health,L J A MIERS AND COMPANY LTD,1037739," 141,312.00 ",,PE19 1QS,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Other programme expenditure,Global Health,L J A MIERS AND COMPANY LTD,1037737," 141,312.00 ",,PE19 1QS,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2021,Other programme expenditure,Global Health,L J A MIERS AND COMPANY LTD,1037725," 141,312.00 ",,PE19 1QS,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2021,Other programme expenditure,Global Health,L J A MIERS AND COMPANY LTD,1037724," 141,312.00 ",,PE19 1QS,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/01/2021,Other programme expenditure,Global Health,L J A MIERS AND COMPANY LTD,1037672," 141,312.00 ",,PE19 1QS,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Other programme expenditure,Global Health,L J A MIERS AND COMPANY LTD,1037632," 141,312.00 ",,PE19 1QS,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Other programme expenditure,Global Health,L J A MIERS AND COMPANY LTD,1037631," 141,312.00 ",,PE19 1QS,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Other programme expenditure,Global Health,L J A MIERS AND COMPANY LTD,1037600," 141,312.00 ",,PE19 1QS,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Consultancy/Professional Advice,NHS and Workforce,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,LANOV20LA," 46,800.00 ",,ST1 5UB,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Revenue Grants to local authorities,Global Health,LAMBETH LONDON BOROUGH COUNCIL GRANTS,15012021-DN-1336," 423,158.00 ",,SW2 1RW,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Revenue Grants to local authorities,Prevention Community and Social Care,LAMBETH LONDON BOROUGH COUNCIL GRANTS,26012021-DN-1102," 229,248.00 ",,SW2 1RW,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Revenue Grants to local authorities,Global Health,LAMBETH LONDON BOROUGH COUNCIL RESTRICTED USE,11012021-DN-1012," 978,102.00 ",,SW2 1RW,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/01/2021,Rates,Finance and Group Operations,LAMBETH LONDON BOROUGH COUNCIL RESTRICTED USE,Rates 20/21 Q4," 17,550.00 ",,SW2 1RW,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/01/2021,Rates,Finance and Group Operations,LAMBETH LONDON BOROUGH COUNCIL RESTRICTED USE,Rates 20/21 Q4," 220,780.00 ",,SW2 1RW,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/01/2021,Rates,Finance and Group Operations,LAMBETH LONDON BOROUGH COUNCIL RESTRICTED USE,Rates 20/21 Q4," 189,930.00 ",,SW2 1RW,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Revenue Grants to local authorities,Global Health,LANCASHIRE COUNTY COUNCIL,15012021-DN-1336," 4,127,994.00 ",,PR1 0LD,Govn,,,,,
